series,title,year,release,rated,runtime,action,adventure,thriller,documentary,crime,drama,fantasy,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,imdbID,domestic,Domestic Lifetime,Foreign,Worldwide,Adj Factor,Adj Factor Lifetime,plot,title2,year2,release2,rated2,runtime2,action2,adventure2,thriller2,documentary2,crime2,drama2,fantasy2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations,imdbRating2,metascore2,rottenscore2,imdbVote2,imdbID2,production.budget2,domestic2,Domestic Lifetime2,Foreign2,Worldwide2,AdjFactor2,AdjFactor Lifetime2,plot2,yearDiff,ratedDiff,actionDiff,adventureDiff,crimeDiff,dramaDiff,thrillerDiff,fantasyDiff,horrorDiff,scifiDiff,warDiff,comedyDiff,familyDiff,mysteryDiff,animationDiff,musicDiff,biographyDiff,historyDiff,documentaryDiff,shortDiff,westernDiff,languageDiff,isEnglishDiff,countryDiff,isUSADiff,winsDiff,nominationDiff,metascoreDiff,imdbratingDiff,imdbvoteDiff,productionBudgetDiff,domesticDiff,foreignDiff,worldDiff,RateGr,RateGr2,Rev1,Rev2,ReleaseDiff,production.budget,seriesNo
The Smurfs,The Smurfs 2,2013,7/31/13,PG,105,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,"USA, France, Canada, Belgium",TRUE,8 nominations.,0,8,5.3,34,14,35239,tt2017020,75097200,75097200,2.92E+08,3.68E+08,1.057442,1.057442,"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called """"""""The Naughties"""""""", into real Smurfs.",Smurfs: The Lost Village,2017,4/7/17,PG,90,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Hong Kong, Canada",TRUE,2 nominations.,0,2,6,40,40,16129,tt2398241,60000000,45020282,,152163264,197183546,,,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,-44,6,0.7,-19110,-110999999,-75097199,,-367999999,"(5.1,5.9]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",1346,1.11E+08,3
The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974,10/4/74,R,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 1 nomination.,1,1,7.5,75,88,125878,tt0072271,137000000,1.37E+08,1.37E+08,1.37E+08,4.438504,4.438504,Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths and must survive the terrors of Leatherface and his family.,The Texas Chainsaw Massacre 2,1986,8/22/86,Unrated,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 1 nomination.,1,1,5.6,42,48,25538,tt0092076,10514851,17955500,17955500,17955500,17955500,2.237202,2.237202,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,-33,-1.9,-100340,1059,-136999936,-119044500,-136999926,"(6.7,7.5]","(5.1,5.9]","(1e+08,2e+08]","(0,1e+08]",4340,-999,2
The Texas Chain Saw Massacre,The Texas Chainsaw Massacre 2,1986,8/22/86,Unrated,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 1 nomination.,1,1,5.6,42,48,25538,tt0092076,17955500,17955500,17955500,17955500,2.237202,2.237202,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,Leatherface: Texas Chainsaw Massacre III,1990,1/12/90,R,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,5.1,30,19,12748,tt0099994,-999,11313000,11313000,11313000,11313000,1.962168,1.962168,A California couple and a survivalist encounter Leatherface and his family.,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1,0,-12,-0.5,-12790,-10514849,-17955441,-6642500,-17955427,"(5.1,5.9]","(0,5.1]","(0,1e+08]","(0,1e+08]",1239,10514851,3
The Texas Chain Saw Massacre,Leatherface: Texas Chainsaw Massacre III,1990,1/12/90,R,85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,5.1,30,19,12748,tt0099994,11313000,11313000,11313000,11313000,1.962168,1.962168,A California couple and a survivalist encounter Leatherface and his family.,Texas Chainsaw Massacre: The Next Generation,1994,10/21/95,R,87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,3.3,50,14,18621,tt0110978,-999,256100,336156.3,336156.3,336156.3,1.808284,1.832188,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface and his insane family of cannibalistic psychopaths.",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,20,-1.8,5873,1001,-11312886,-10976843.7,-11312866,"(0,5.1]","(0,5.1]","(0,1e+08]","(0,1e+08]",2108,-999,4
The Texas Chain Saw Massacre,Texas Chainsaw Massacre: The Next Generation,1994,10/21/95,R,87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,3.3,50,14,18621,tt0110978,256100,336156.3,336156.3,336156.3,1.808284,1.832188,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface and his insane family of cannibalistic psychopaths.",The Texas Chainsaw Massacre,2003,10/17/03,R,98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 wins & 16 nominations.,4,16,6.2,38,37,124566,tt0324216,13074441,111000000,1.11E+08,36470809,1.47E+08,1.376257,1.376257,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,26,13,-12,2.9,105945,1064,-256092,36134652.7,-336114.3,"(0,5.1]","(5.9,6.7]","(0,1e+08]","(1e+08,2e+08]",2918,-999,5
The Texas Chain Saw Massacre,The Texas Chainsaw Massacre,2003,10/17/03,R,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 wins & 16 nominations.,4,16,6.2,38,37,124566,tt0324216,111000000,1.11E+08,36470809,1.47E+08,1.376257,1.376257,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",The Texas Chainsaw Massacre: The Beginning,2006,10/6/06,R,91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,5.8,30,13,65118,tt0420294,20274225,50074500,50074500,15518199,65592699,1.267139,1.267139,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-34,34,-8,-0.4,-59448,-13074347,-110999814,-20952610,-146999794,"(5.9,6.7]","(5.1,5.9]","(1e+08,2e+08]","(0,1e+08]",1085,13074441,6
The Texas Chain Saw Massacre,The Texas Chainsaw Massacre: The Beginning,2006,10/6/06,R,91,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,5.8,30,13,65118,tt0420294,50074500,50074500,15518199,65592699,1.267139,1.267139,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",Texas Chainsaw 3D,2013,1/4/13,R,92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 7 nominations.,2,7,4.8,,18,42942,tt1572315,-999,35408500,35408500,13300634,48709134,1.031057,1.031057,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,14,,-1,-22176,-20274223,-50074356,-2217565,-65592538,"(5.1,5.9]","(0,5.1]","(0,1e+08]","(0,1e+08]",2282,20274225,7
The Whole Nine Yards,The Whole Nine Yards,2000,2/18/00,R,98,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Spanish",TRUE,USA,TRUE,5 nominations.,0,5,6.7,47,45,104557,tt0190138,88177900,88177900,75622670,1.64E+08,1.539889,1.539889,"A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.",The Whole Ten Yards,2004,4/9/04,PG-13,98,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Hungarian, Hebrew",TRUE,USA,TRUE,1 win & 1 nomination.,1,1,5.5,24,4,52018,tt0327247,53462201,21823900,21823900,13134741,34958641,1.336555,1.336555,"Jimmy the Tulip's (Willis) quiet new life is shaken up by his old pal Oz (Perry), whose wife (Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Peet) spring into action.",4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,-44,-23,-1.2,-52539,-63597286,-88177789,-62487929,-163999865,"(5.9,6.7]","(5.1,5.9]","(0,1e+08]","(0,1e+08]",1512,63597429,2
Thor,Thor,2011,5/6/11,PG-13,115,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 wins & 30 nominations.,5,30,7,57,78,704506,tt0800369,186000000,1.86E+08,2.76E+08,4.63E+08,1.030079,1.030079,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",Thor: The Dark World,2013,11/8/13,PG-13,112,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 21 nominations.,3,21,6.9,54,67,558809,tt1981115,169000000,205000000,2.05E+08,4.36E+08,6.42E+08,0.995091,0.995091,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-13,-8,-3,-0.1,-145697,-154999957,-185999930,1.60E+08,-462999810,"(6.7,7.5]","(6.7,7.5]","(1e+08,2e+08]","(2e+08,3e+08]",917,1.55E+08,2
Thor,Thor: The Dark World,2013,11/8/13,PG-13,112,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 21 nominations.,3,21,6.9,54,67,558809,tt1981115,205000000,2.05E+08,4.36E+08,6.42E+08,0.995091,0.995091,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",Thor: Ragnarok,2017,11/3/17,PG-13,130,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 wins & 30 nominations.,5,30,7.9,74,93,521424,tt3501632,180000000,315058289,,538918837,853977126,,,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,10,20,1,-37385,-168999999,-204999999,,-641999999,"(6.7,7.5]","(7.5,10]","(2e+08,3e+08]","(3e+08,4e+08]",1456,1.69E+08,3
Tomb Raider,Lara Croft: Tomb Raider,2001,6/15/01,PG-13,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK, Japan, Germany",TRUE,4 wins & 18 nominations.,4,18,5.8,33,20,189333,tt0146316,192000000,1.92E+08,2.10E+08,4.03E+08,1.466431,1.466431,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,Lara Croft Tomb Raider: The Cradle of Life,2003,7/25/03,PG-13,117,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, Germany, Japan, UK, Hong Kong",TRUE,1 win & 3 nominations.,1,3,5.5,43,25,124219,tt0325703,131000000,90378000,90378000,1.25E+08,2.15E+08,1.37645,1.37645,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-33,13,10,-0.3,-65114,-168999979,-191999753,-8.50E+07,-402999917,"(5.1,5.9]","(5.1,5.9]","(1e+08,2e+08]","(0,1e+08]",770,1.69E+08,2
Tomb Raider,Lara Croft Tomb Raider: The Cradle of Life,2003,7/25/03,PG-13,117,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, Germany, Japan, UK, Hong Kong",TRUE,1 win & 3 nominations.,1,3,5.5,43,25,124219,tt0325703,90378000,90378000,1.25E+08,2.15E+08,1.37645,1.37645,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",Tomb Raider,2018,3/16/18,PG-13,119,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Cantonese, Hindi",TRUE,"UK, USA",TRUE,N/A,N/A,N/A,6.3,48,52,172945,tt1365519,94000000,58250803,,216400000,274650803,,,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father disappeared.",15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,36,41,5,0.8,48726,-130999820,-90377799,,-214999894,"(5.1,5.9]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",5348,1.31E+08,3
Toy Story,Toy Story,1995,11/22/95,G,81,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 3 Oscars. Another 23 wins & 17 nominations.,23,17,8.3,95,100,825214,tt0114709,364000000,3.64E+08,3.23E+08,6.87E+08,1.898406,1.898406,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,Toy Story 2,1999,11/24/99,G,92,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Arabic, Spanish",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 20 wins & 26 nominations.,20,26,7.9,88,100,490654,tt0120363,145000000,397000000,3.97E+08,3.86E+08,7.83E+08,1.614967,1.614967,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-4,11,-7,-0.4,-334560,1028,-363999865,6.30E+07,-686999781,"(7.5,10]","(7.5,10]","(3e+08,4e+08]","(3e+08,4e+08]",1463,-999,2
Toy Story,Toy Story 2,1999,11/24/99,G,92,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Arabic, Spanish",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 20 wins & 26 nominations.,20,26,7.9,88,100,490654,tt0120363,397000000,3.97E+08,3.86E+08,7.83E+08,1.614967,1.614967,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",Toy Story 3,2010,6/18/10,G,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Won 2 Oscars. Another 58 wins & 91 nominations.,58,91,8.3,92,98,707238,tt0435761,209000000,433000000,4.33E+08,6.77E+08,1.11E+09,1.044025,1.044025,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,15,43,4,0.4,216584,-144999924,-396999841,2.91E+08,-782999983,"(7.5,10]","(7.5,10]","(3e+08,4e+08]","(4e+08,1e+10]",3859,1.45E+08,3
Toy Story,Toy Story 3,2010,6/18/10,G,103,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Won 2 Oscars. Another 58 wins & 91 nominations.,58,91,8.3,92,98,707238,tt0435761,433000000,4.33E+08,6.77E+08,1.11E+09,1.044025,1.044025,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Toy Story 4,2019,6/21/19,G,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,7.9,84,97,135006,tt1979376,-999,434038008,,639356585,1073394593,,,"When a new toy called """"""""Forky"""""""" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-3,3,-8,-0.4,-572232,-208999999,-432999999,,-1109999999,"(7.5,10]","(7.5,10]","(4e+08,1e+10]","(4e+08,1e+10]",3290,2.09E+08,4
Transformers,Transformers,2007,7/3/07,PG-13,144,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Nominated for 3 Oscars. Another 20 wins & 41 nominations.,20,41,7,61,58,576191,tt0418279,385000000,3.85E+08,4.71E+08,8.56E+08,1.206395,1.206395,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",Transformers: Revenge of the Fallen,2009,6/24/09,PG-13,150,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 15 wins & 27 nominations.,15,27,6,35,20,370641,tt1055369,223000000,447000000,4.47E+08,4.83E+08,9.30E+08,1.11257,1.11257,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-8,-13,-26,-1,-205550,-180999919,-384999839,1.20E+07,-855999757,"(6.7,7.5]","(5.9,6.7]","(3e+08,4e+08]","(4e+08,1e+10]",722,1.81E+08,2
Transformers,Transformers: Revenge of the Fallen,2009,6/24/09,PG-13,150,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 15 wins & 27 nominations.,15,27,6,35,20,370641,tt1055369,447000000,4.47E+08,4.83E+08,9.30E+08,1.11257,1.11257,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Transformers: Dark of the Moon,2011,6/29/11,PG-13,154,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 3 Oscars. Another 10 wins & 39 nominations.,10,39,6.2,42,35,371748,tt1399103,203000000,367000000,3.67E+08,8.04E+08,1.17E+09,1.042495,1.042495,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-7,11,7,0.2,1107,-222999927,-446999870,3.21E+08,-929999976,"(5.9,6.7]","(5.9,6.7]","(4e+08,1e+10]","(3e+08,4e+08]",735,2.23E+08,3
