series,title,year,release,rated,runtime,action,adventure,thriller,documentary,crime,drama,fantasy,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,imdbID,domestic,Domestic Lifetime,Foreign,Worldwide,Adj Factor,Adj Factor Lifetime,plot,title2,year2,release2,rated2,runtime2,action2,adventure2,thriller2,documentary2,crime2,drama2,fantasy2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations,imdbRating2,metascore2,rottenscore2,imdbVote2,imdbID2,production.budget2,domestic2,Domestic Lifetime2,Foreign2,Worldwide2,AdjFactor2,AdjFactor Lifetime2,plot2,yearDiff,ratedDiff,actionDiff,adventureDiff,crimeDiff,dramaDiff,thrillerDiff,fantasyDiff,horrorDiff,scifiDiff,warDiff,comedyDiff,familyDiff,mysteryDiff,animationDiff,musicDiff,biographyDiff,historyDiff,documentaryDiff,shortDiff,westernDiff,languageDiff,isEnglishDiff,countryDiff,isUSADiff,winsDiff,nominationDiff,metascoreDiff,imdbratingDiff,imdbvoteDiff,productionBudgetDiff,domesticDiff,foreignDiff,worldDiff,RateGr,RateGr2,Rev1,Rev2,ReleaseDiff,production.budget,seriesNo
Transformers,Transformers: Dark of the Moon,2011,6/29/11,PG-13,154,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 3 Oscars. Another 10 wins & 39 nominations.,10,39,6.2,42,35,371748,tt1399103,367000000,3.67E+08,8.04E+08,1.17E+09,1.042495,1.042495,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Transformers: Age of Extinction,2014,6/27/14,PG-13,165,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, China, Hong Kong",TRUE,5 wins & 23 nominations.,5,23,5.6,32,18,287629,tt2109248,216000000,252000000,2.52E+08,8.69E+08,1.12E+09,1.027228,1.027228,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,27,-13,-10,-0.6,-84119,-202999921,-366999906,6.50E+07,-1169999981,"(5.9,6.7]","(5.1,5.9]","(3e+08,4e+08]","(2e+08,3e+08]",1094,2.03E+08,4
Transformers,Transformers: Age of Extinction,2014,6/27/14,PG-13,165,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, China, Hong Kong",TRUE,5 wins & 23 nominations.,5,23,5.6,32,18,287629,tt2109248,252000000,2.52E+08,8.69E+08,1.12E+09,1.027228,1.027228,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",Transformers: The Last Knight,2017,6/21/17,PG-13,154,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, China, Canada",TRUE,16 nominations.,0,16,5.2,27,15,124623,tt3371366,217000000,130168683,,475256474,605425157,,,"A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,-36,-6,-5,-0.4,-163006,-215999999,-251999999,,-1119999999,"(5.1,5.9]","(5.1,5.9]","(2e+08,3e+08]","(1e+08,2e+08]",1090,2.16E+08,5
Transporter,The Transporter,2002,10/11/02,PG-13,92,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Mandarin",TRUE,"France, USA",TRUE,N/A,N/A,N/A,6.8,51,54,273487,tt0293662,36135900,36135900,26616450,62752350,1.428497,1.428497,"Frank Martin, who """"""""transports"""""""" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",Transporter 2,2005,9/2/05,PG-13,87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Italian",TRUE,"France, USA, Germany",TRUE,N/A,N/A,N/A,6.3,56,,183180,tt0388482,41435223,55802700,55802700,54476678,1.10E+08,1.294851,1.294851,"Mercenary Frank Martin, who specializes moving goods of all kinds, surfaces again this time in Miami, Florida when he's implicated in the kidnapping of the young son of a powerful USA official.",3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-9,-1,5,-0.5,-90307,-29998313,-36135702,27860228,-62752335,"(6.7,7.5]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",1057,29998438,2
Transporter,Transporter 2,2005,9/2/05,PG-13,87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Italian",TRUE,"France, USA, Germany",TRUE,N/A,N/A,N/A,6.3,56,,183180,tt0388482,55802700,55802700,54476678,1.10E+08,1.294851,1.294851,"Mercenary Frank Martin, who specializes moving goods of all kinds, surfaces again this time in Miami, Florida when he's implicated in the kidnapping of the young son of a powerful USA official.",Transporter 3,2008,11/26/08,PG-13,104,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Ukrainian, Russian, Hungarian",TRUE,"France, USA, Ukraine",TRUE,2 nominations.,0,2,6.1,51,39,149825,tt1129442,-999,36662300,36662300,89316988,1.26E+08,1.15599,1.15599,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-46,-51,-5,-0.2,-33355,-41435221,-55802553,34840310,-109999969,"(5.9,6.7]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",1181,41435223,3
Transporter,Transporter 3,2008,11/26/08,PG-13,104,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Ukrainian, Russian, Hungarian",TRUE,"France, USA, Ukraine",TRUE,2 nominations.,0,2,6.1,51,39,149825,tt1129442,36662300,36662300,89316988,1.26E+08,1.15599,1.15599,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",The Transporter Refueled,2015,9/4/15,PG-13,96,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, French",TRUE,"France, China, Belgium, Monaco",FALSE,N/A,N/A,N/A,5.2,32,16,37061,tt2938956,-999,16029670,,56600000,72629670,,,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.",7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,37,52,-19,-0.9,-112764,1000,-36662299,,-125999999,"(5.9,6.7]","(5.1,5.9]","(0,1e+08]","(0,1e+08]",2473,-999,4
Tron,TRON,1982,7/9/82,PG,96,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 Oscars. Another 2 wins & 6 nominations.,2,6,6.8,58,72,107687,tt0084827,93163300,93163300,93163300,93163300,2.82313,2.82313,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,TRON: Legacy,2010,12/17/10,PG,125,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 10 wins & 49 nominations.,10,49,6.8,49,51,300155,tt1104001,176000000,178000000,1.78E+08,2.36E+08,4.15E+08,1.036204,1.036204,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-13,-8,-9,0,192468,-47993166,-93163257,142836700,-93163159,"(6.7,7.5]","(6.7,7.5]","(0,1e+08]","(1e+08,2e+08]",10388,47993215,2
Twilight,Twilight,2008,11/21/08,PG-13,122,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,29 wins & 15 nominations.,29,15,5.2,56,49,401686,tt1099212,223000000,2.23E+08,2.31E+08,4.54E+08,1.155989,1.155989,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",The Twilight Saga: New Moon,2009,11/20/09,PG-13,130,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian",TRUE,USA,TRUE,20 wins & 24 nominations.,20,24,4.7,44,28,252245,tt1259571,54438279,323000000,3.23E+08,4.50E+08,7.73E+08,1.088766,1.088766,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-10,13,-12,-0.5,-149441,-42771441,-222999879,2.19E+08,-453999783,"(5.1,5.9]","(0,5.1]","(2e+08,3e+08]","(3e+08,4e+08]",364,42771587,2
Twilight,The Twilight Saga: New Moon,2009,11/20/09,PG-13,130,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian",TRUE,USA,TRUE,20 wins & 24 nominations.,20,24,4.7,44,28,252245,tt1259571,323000000,3.23E+08,4.50E+08,7.73E+08,1.088766,1.088766,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",The Twilight Saga: Eclipse,2010,6/30/10,PG-13,124,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,22 wins & 34 nominations.,22,34,5,58,48,216100,tt1325004,70993709,314000000,3.14E+08,4.15E+08,7.29E+08,1.044025,1.044025,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,10,14,0.3,-36145,-54438117,-322999880,-3.50E+07,-772999789,"(0,5.1]","(0,5.1]","(3e+08,4e+08]","(3e+08,4e+08]",222,54438279,3
Twilight,The Twilight Saga: Eclipse,2010,6/30/10,PG-13,124,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,22 wins & 34 nominations.,22,34,5,58,48,216100,tt1325004,314000000,3.14E+08,4.15E+08,7.29E+08,1.044025,1.044025,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",The Twilight Saga: Breaking Dawn - Part 1,2011,11/18/11,PG-13,117,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Portuguese",TRUE,USA,TRUE,11 wins & 22 nominations.,11,22,4.9,45,25,211758,tt1324999,117000000,298000000,2.98E+08,4.57E+08,7.55E+08,1.059691,1.059691,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-15,-10,-13,-0.1,-4342,-70993695,-313999891,4.20E+07,-728999785,"(0,5.1]","(0,5.1]","(3e+08,4e+08]","(2e+08,3e+08]",506,70993709,4
Twilight,The Twilight Saga: Breaking Dawn - Part 1,2011,11/18/11,PG-13,117,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Portuguese",TRUE,USA,TRUE,11 wins & 22 nominations.,11,22,4.9,45,25,211758,tt1324999,298000000,2.98E+08,4.57E+08,7.55E+08,1.059691,1.059691,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",The Twilight Saga: Breaking Dawn - Part 2,2012,11/16/12,PG-13,115,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,21 wins & 14 nominations.,21,14,5.5,52,49,219235,tt1673434,124000000,301000000,3.01E+08,5.54E+08,8.55E+08,1.031056,1.031056,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,13,-8,7,0.6,7477,-116999985,-297999883,9.70E+07,-754999768,"(0,5.1]","(5.1,5.9]","(2e+08,3e+08]","(3e+08,4e+08]",364,1.17E+08,5
Underworld,Underworld,2003,9/19/03,R,121,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK, Germany, Hungary",TRUE,1 win & 9 nominations.,1,9,7,42,31,243130,tt0320691,71519100,71519100,60189421,1.32E+08,1.376143,1.376143,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",Underworld: Evolution,2006,1/20/06,R,106,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Hungarian",TRUE,USA,TRUE,2 wins & 6 nominations.,2,6,6.7,36,17,182399,tt0401855,-999,78969000,78969000,62119422,1.41E+08,1.267176,1.267176,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,13,-10,-6,-0.3,-60731,-30275143,-71518864,1930001,-131999960,"(6.7,7.5]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",854,30275145,2
Underworld,Underworld: Evolution,2006,1/20/06,R,106,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Hungarian",TRUE,USA,TRUE,2 wins & 6 nominations.,2,6,6.7,36,17,182399,tt0401855,78969000,78969000,62119422,1.41E+08,1.267176,1.267176,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",Underworld: Rise of the Lycans,2009,1/23/09,R,92,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, New Zealand",TRUE,N/A,N/A,N/A,6.6,44,30,144722,tt0834001,40459636,52947000,52947000,52656697,1.06E+08,1.15599,1.15599,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,22,15,8,-0.1,-37677,1122,-78968810,-9462725,-140999991,"(5.9,6.7]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",1099,-999,3
Underworld,Underworld: Rise of the Lycans,2009,1/23/09,R,92,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, New Zealand",TRUE,N/A,N/A,N/A,6.6,44,30,144722,tt0834001,52947000,52947000,52656697,1.06E+08,1.15599,1.15599,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",Underworld Awakening,2012,1/20/12,R,88,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian",TRUE,"USA, Canada",TRUE,1 win.,1,0,6.4,39,27,140017,tt1496025,74201796,66061900,66061900,1.04E+08,1.70E+08,1.060026,1.060026,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-45,-69,-5,-0.2,-4705,-40459472,-52946780,51343303,-105999944,"(5.9,6.7]","(5.9,6.7]","(0,1e+08]","(0,1e+08]",1092,40459636,4
Underworld,Underworld Awakening,2012,1/20/12,R,88,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian",TRUE,"USA, Canada",TRUE,1 win.,1,0,6.4,39,27,140017,tt1496025,66061900,66061900,1.04E+08,1.70E+08,1.060026,1.060026,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Underworld: Blood Wars,2016,1/6/17,R,91,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Saami",TRUE,USA,TRUE,N/A,N/A,N/A,5.8,23,19,64742,tt3717252,35000000,30353973,,50739340,81093313,,,"Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,36,68,-16,-0.6,-75275,-74201795,-66061899,,-169999999,"(5.9,6.7]","(5.1,5.9]","(0,1e+08]","(0,1e+08]",1813,74201796,5
X-Men,X-Men,2000,7/14/00,PG-13,104,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,13 wins & 26 nominations.,13,26,7.4,64,81,545484,tt0120903,242000000,2.42E+08,2.14E+08,4.56E+08,1.539889,1.539889,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",X2: X-Men United,2003,5/2/03,PG-13,134,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German, Italian, Spanish",TRUE,"Canada, USA",TRUE,6 wins & 41 nominations.,6,41,7.4,68,85,490966,tt0290334,151000000,296000000,2.96E+08,2.65E+08,5.61E+08,1.376451,1.376451,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,25,15,4,0,-54518,-114999968,-241999893,5.10E+07,-455999830,"(6.7,7.5]","(6.7,7.5]","(2e+08,3e+08]","(2e+08,3e+08]",1022,1.15E+08,2
X-Men,X2: X-Men United,2003,5/2/03,PG-13,134,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German, Italian, Spanish",TRUE,"Canada, USA",TRUE,6 wins & 41 nominations.,6,41,7.4,68,85,490966,tt0290334,296000000,2.96E+08,2.65E+08,5.61E+08,1.376451,1.376451,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",X-Men: The Last Stand,2006,5/26/06,PG-13,104,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, USA, UK",TRUE,7 wins & 37 nominations.,7,37,6.7,58,57,461436,tt0376994,266000000,297000000,2.97E+08,2.85E+08,5.82E+08,1.267176,1.267176,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-7,-5,-10,-0.7,-29530,-150999913,-295999892,2.00E+07,-560999826,"(6.7,7.5]","(5.9,6.7]","(2e+08,3e+08]","(2e+08,3e+08]",1120,1.51E+08,3
X-Men,X-Men: The Last Stand,2006,5/26/06,PG-13,104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, USA, UK",TRUE,7 wins & 37 nominations.,7,37,6.7,58,57,461436,tt0376994,297000000,2.97E+08,2.85E+08,5.82E+08,1.267176,1.267176,"The human government develops a cure for mutations, and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",X-Men Origins: Wolverine,2009,5/1/09,PG-13,107,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,3 wins & 18 nominations.,3,18,6.6,40,37,445234,tt0458525,167000000,200000000,2.00E+08,2.15E+08,4.15E+08,1.1126,1.1126,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,-20,-17,-18,-0.1,-16202,-265999959,-296999933,-7.00E+07,-581999859,"(5.9,6.7]","(5.9,6.7]","(2e+08,3e+08]","(1e+08,2e+08]",1071,2.66E+08,4
