series,title,year,release,rated,runtime,action,adventure,crime,drama,fantasy,thriller,documentary,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,plot,production.budget,domestic,boxoffice,title2,year2,release2,rated2,runtime2,action2,adventure2,crime2,drama2,fantasy2,thriller2,documentary2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations2,imdbRating2,metascore2,rottenscore2,imdbVote2,plot2,production.budget2,domestic2,boxoffice2
The Godfather,The Godfather: Part II,1974,12/20/1974,R,202,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Spanish, Latin, Sicilian",TRUE,USA,TRUE,Won 6 Oscars. Another 11 wins & 20 nominations.,11,20,9,90,97,1036316,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",57700527,211000000,N/A,The Godfather: Part III,1990,12/25/1990,R,162,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, German, Latin",TRUE,USA,TRUE,Nominated for 7 Oscars. Another 6 wins & 15 nominations.,6,15,7.6,60,68,332956,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.",106000000,131000000,N/A
The Muppet Movie,The Great Muppet Caper,1981,6/26/1981,G,97,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"UK, USA",TRUE,Nominated for 1 Oscar. Another 1 nomination.,0,1,7.2,70,76,12536,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",-999,93169700,N/A,The Muppets Take Manhattan,1984,7/13/1984,G,94,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 2 nominations.,0,2,6.9,64,83,18184,Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.,-999,63076800,N/A
The Grudge,The Grudge,2004,10/22/2004,PG-13,91,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese",TRUE,"USA, Japan",TRUE,2 wins & 10 nominations.,2,10,5.9,49,39,133786,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",13365536,148000000,110175871,The Grudge 2,2006,10/13/2006,PG-13,102,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese",TRUE,"USA, Japan",TRUE,3 nominations.,0,3,5,33,12,45002,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.,25343503,49602100,39143839
The Hangover,The Hangover,2009,6/5/2009,R,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,Won 1 Golden Globe. Another 12 wins & 25 nominations.,12,25,7.7,73,78,682263,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",38931898,308000000,277313371,The Hangover Part II,2011,5/26/2011,R,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Thai",TRUE,"USA, Thailand",TRUE,5 wins & 18 nominations.,5,18,6.4,44,33,439962,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",82424260,262000000,254400000
The Hangover,The Hangover Part II,2011,5/26/2011,R,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Thai",TRUE,"USA, Thailand",TRUE,5 wins & 18 nominations.,5,18,6.4,44,33,439962,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",82424260,262000000,254400000,The Hangover Part III,2013,5/23/2013,R,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,2 wins & 7 nominations.,2,7,5.8,30,20,278165,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",102000000,111000000,112200000
The Hills Have Eyes,The Hills Have Eyes,2006,3/10/2006,R,107,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, France, Romania",TRUE,2 wins & 7 nominations.,2,7,6.4,52,52,151630,A family falls victim to a group of mutated cannibals in a desert far away from civilization.,19007614,52941100,41685824,The Hills Have Eyes 2: Mutant Attacks,2007,9/14/2007,N/A,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,7.2,NA,NA,18,Documentary about the mutants in The Hills Have Eyes II (2007).,18095967,25098100,N/A
The Hobbit,The Hobbit: An Unexpected Journey,2012,12/14/2012,PG-13,169,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, New Zealand",TRUE,Nominated for 3 Oscars. Another 10 wins & 72 nominations.,10,72,7.8,58,64,727602,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",-999,314000000,303001229,The Hobbit: The Desolation of Smaug,2013,12/13/2013,PG-13,161,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, New Zealand",TRUE,Nominated for 3 Oscars. Another 16 wins & 86 nominations.,16,86,7.8,66,74,575054,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",-999,262000000,180443783
The Hobbit,The Hobbit: The Desolation of Smaug,2013,12/13/2013,PG-13,161,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, New Zealand",TRUE,Nominated for 3 Oscars. Another 16 wins & 86 nominations.,16,86,7.8,66,74,575054,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",-999,262000000,180443783,The Hobbit: The Battle of the Five Armies,2014,12/17/2014,PG-13,144,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"New Zealand, USA",TRUE,Nominated for 1 Oscar. Another 7 wins & 51 nominations.,7,51,7.4,59,59,448272,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,-999,255000000,187747747
The Hunger Games,The Hunger Games,2012,3/23/2012,PG-13,142,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Golden Globe. Another 33 wins & 47 nominations.,33,47,7.2,68,84,807384,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,80666308,422000000,407981652,The Hunger Games: Catching Fire,2013,11/22/2013,PG-13,146,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Golden Globe. Another 22 wins & 67 nominations.,22,67,7.5,76,89,585514,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,130000000,424000000,336663349
The Hunger Games,The Hunger Games: Catching Fire,2013,11/22/2013,PG-13,146,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Golden Globe. Another 22 wins & 67 nominations.,22,67,7.5,76,89,585514,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,130000000,424000000,336663349,The Hunger Games: Mockingjay - Part 1,2014,11/21/2014,PG-13,123,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,21,31,6.6,64,69,388371,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",125000000,337000000,295457212
The Hunger Games,The Hunger Games: Mockingjay - Part 1,2014,11/21/2014,PG-13,123,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,21,31,6.6,64,69,388371,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",125000000,337000000,295457212,The Hunger Games: Mockingjay - Part 2,2015,11/20/2015,PG-13,137,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,17 wins & 34 nominations.,17,34,6.5,65,70,260168,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,160000000,281723902,254641329
The Jungle Book,The Jungle Book,1967,10/18/1967,G,78,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 4 wins & 3 nominations.,4,3,7.6,65,87,155312,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,-999,466000000,N/A,The Jungle Book 2,2003,2/14/2003,G,72,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Australia",TRUE,1 win & 9 nominations.,1,9,5.4,38,19,14017,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",27529028,65934200,47840957
The Jungle Book,The Jungle Book 2,2003,2/14/2003,G,72,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Australia",TRUE,1 win & 9 nominations.,1,9,5.4,38,19,14017,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",27529028,65934200,47840957,The Jungle Book,2016,4/15/2016,PG,106,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"UK, USA",TRUE,Won 1 Oscar. Another 31 wins & 54 nominations.,31,54,7.4,77,95,246564,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",175000000,364001123,363995937
The Karate Kid,The Karate Kid,1984,6/22/1984,PG,126,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,2,2,7.2,60,88,162483,"A boy and his mother move to California for a new job. He struggles to fit in, as a group of karate students starts to bully him for dating a rich girl from their clique. It's up to the Japanese landlord, Miyagi, to teach him karate.",-999,224000000,N/A,The Karate Kid Part II,1986,6/20/1986,PG,113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,4,2,6,55,42,66840,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.",-999,258000000,N/A
The Karate Kid,The Karate Kid Part II,1986,6/20/1986,PG,113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,4,2,6,55,42,66840,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.",-999,258000000,N/A,The Karate Kid Part III,1989,6/30/1989,PG,112,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,5.2,36,15,45175,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.",-999,81445100,N/A
The Karate Kid,The Karate Kid Part III,1989,6/30/1989,PG,112,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,5.2,36,15,45175,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.",-999,81445100,N/A,The Next Karate Kid,1994,9/9/1994,PG,107,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win.,1,0,4.4,36,7,23554,Mr. Miyagi is back and he takes a new pupil under his wing; a troubled adolescent girl.,-999,17701600,N/A
James Bond,The Living Daylights,1987,7/31/1987,PG,130,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Arabic, French, German, Russian, Czech, Slovak, Dari, Pushto",TRUE,UK,FALSE,3 wins & 4 nominations.,3,4,6.7,60,71,82480,James Bond is sent to investigate a KGB policy to kill all enemy spies and uncovers an arms deal that potentially has major global ramifications.,-999,109000000,N/A,Licence to Kill,1989,7/14/1989,PG-13,133,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,"UK, Mexico, USA",TRUE,1 nomination.,0,1,6.6,58,76,87554,"James Bond goes rogue and sets off to unleash vengeance on a drug lord who tortured his best friend, a C.I.A. Agent, and left him for dead and murdered his bride after he helped capture him.",-999,72477600,N/A
The Lord of the Rings,The Lord of the Rings: The Fellowship of the Ring,2001,12/19/2001,PG-13,178,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Sindarin",TRUE,"New Zealand, USA",TRUE,Won 4 Oscars. Another 113 wins & 123 nominations.,113,123,8.8,92,91,1553588,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,134000000,452000000,314000000,The Lord of the Rings: The Two Towers,2002,12/18/2002,PG,179,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Sindarin, Old English",TRUE,"New Zealand, USA",TRUE,Won 2 Oscars. Another 118 wins & 137 nominations.,118,137,8.7,87,95,1383659,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",132000000,476000000,339700000
The Lord of the Rings,The Lord of the Rings: The Two Towers,2002,12/18/2002,PG,179,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Sindarin, Old English",TRUE,"New Zealand, USA",TRUE,Won 2 Oscars. Another 118 wins & 137 nominations.,118,137,8.7,87,95,1383659,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",132000000,476000000,339700000,The Lord of the Rings: The Return of the King,2003,12/17/2003,PG-13,201,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Quenya, Old English, Sindarin",TRUE,"New Zealand, USA",TRUE,Won 11 Oscars. Another 197 wins & 122 nominations.,197,122,8.9,94,93,1533400,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,127000000,511000000,364000000
Jurassic Park,The Lost World: Jurassic Park,1997,5/23/1997,PG-13,129,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 4 wins & 23 nominations.,4,23,6.6,59,54,354620,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",132000000,414000000,N/A,Jurassic Park III,2001,7/18/2001,PG-13,92,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,5 wins & 15 nominations.,5,15,5.9,42,49,280350,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",136000000,266000000,N/A
James Bond,The Man with the Golden Gun,1974,12/20/1974,PG,125,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Thai, Cantonese",TRUE,UK,FALSE,2 wins & 1 nomination.,2,1,6.8,43,45,88771,James Bond is led to believe that he is targeted by the world's most expensive assassin while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder.,-999,93084300,N/A,The Spy Who Loved Me,1977,8/3/1977,PG,125,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian, Arabic",TRUE,UK,FALSE,Nominated for 3 Oscars. Another 3 wins & 8 nominations.,3,8,7.1,55,79,91463,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. Agent, whose lover he killed.",-999,174000000,N/A
The Mask,The Mask,1994,7/29/1994,PG-13,101,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Swedish",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 6 wins & 19 nominations.,6,19,6.9,56,77,322412,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,45669866,238000000,N/A,Son of the Mask,2005,2/18/2005,PG,94,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,7 wins & 12 nominations.,7,12,2.2,20,6,49565,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",109000000,22036300,16967576
The Mask of Zorro,The Mask of Zorro,1998,7/17/1998,PG-13,136,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,English,TRUE,"USA, Germany, Mexico",TRUE,Nominated for 2 Oscars. Another 8 wins & 16 nominations.,8,16,6.7,63,82,158961,"A young thief (Antonio Banderas), seeking revenge for the death of his brother, is trained by the once great, but aged Zorro (Sir Anthony Hopkins), who also pursues vengeance of his own.",167000000,166000000,N/A,The Legend of Zorro,2005,10/28/2005,PG,129,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Spanish, English",TRUE,USA,TRUE,2 wins & 3 nominations.,2,3,5.9,47,26,87888,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega (Antonio Banderas) and his wife, Elena (Catherine Zeta-Jones), to take action.",97065583,60134100,45356386
The Matrix,The Matrix,1999,3/31/1999,R,136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 4 Oscars. Another 37 wins & 50 nominations.,37,50,8.7,73,88,1559873,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,103000000,280000000,N/A,The Matrix Reloaded,2003,5/15/2003,R,138,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,8 wins & 31 nominations.,8,31,7.2,62,73,489206,"Neo and his allies race against time before the machines discover the city of Zion and destroy it. While seeking the truth about the Matrix, Neo must save Trinity from a dark fate within his dreams.",206000000,388000000,281500000
The Matrix,The Matrix Reloaded,2003,5/15/2003,R,138,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,8 wins & 31 nominations.,8,31,7.2,62,73,489206,"Neo and his allies race against time before the machines discover the city of Zion and destroy it. While seeking the truth about the Matrix, Neo must save Trinity from a dark fate within his dreams.",206000000,388000000,281500000,The Matrix Revolutions,2003,11/5/2003,R,129,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,4 wins & 30 nominations.,4,30,6.7,47,35,424693,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,206000000,192000000,139076032
