series,title,year,release,rated,runtime,action,adventure,crime,drama,fantasy,thriller,documentary,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,plot,production.budget,domestic,boxoffice,title2,year2,release2,rated2,runtime2,action2,adventure2,crime2,drama2,fantasy2,thriller2,documentary2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations2,imdbRating2,metascore2,rottenscore2,imdbVote2,plot2,production.budget2,domestic2,boxoffice2
Alvin and the Chipmunks,Alvin and the Chipmunks: Chipwrecked,2011,12/16/2011,G,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 1 nomination.,2,1,4.3,24,12,29103,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",79102669,140000000,133103929,Alvin and the Chipmunks: The Road Chip,2015,12/18/2015,PG,92,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,1 win & 4 nominations.,1,4,5,33,15,15098,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother.",-999,85886987,66580191
Alvin and the Chipmunks,Alvin and the Chipmunks: The Squeakquel,2009,12/23/2009,PG,88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,3 wins.,3,0,4.5,41,20,40555,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",80227756,235000000,219304216,Alvin and the Chipmunks: Chipwrecked,2011,12/16/2011,G,87,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 1 nomination.,2,1,4.3,24,12,29103,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",79102669,140000000,133103929
American Pie,American Pie,1999,7/9/1999,R,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,9 wins & 14 nominations.,9,14,7,58,61,358085,Four teenage boys enter a pact to lose their virginity by prom night.,17972436,168000000,N/A,American Pie 2,2001,8/10/2001,R,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,8 wins & 6 nominations.,8,6,6.4,43,52,229287,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",43992928,213000000,144044409
American Pie,American Pie 2,2001,8/10/2001,R,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,8 wins & 6 nominations.,8,6,6.4,43,52,229287,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",43992928,213000000,144044409,American Wedding,2003,8/1/2003,R,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,3 wins & 6 nominations.,3,6,6.3,43,54,185528,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",75704828,144000000,104354205
American Pie,American Wedding,2003,8/1/2003,R,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,3 wins & 6 nominations.,3,6,6.3,43,54,185528,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",75704828,144000000,104354205,American Reunion,2012,4/6/2012,R,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 4 nominations.,1,4,6.7,49,45,195035,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",51108354,58275300,55300000
Anaconda,Anaconda,1997,4/11/1997,PG-13,89,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,6 wins & 10 nominations.,6,10,4.8,37,40,89610,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",-999,119000000,N/A,Anacondas: The Hunt for the Blood Orchid,2004,8/27/2004,PG-13,97,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Indonesian",TRUE,USA,TRUE,2 nominations.,0,2,4.6,40,25,27062,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.",26731104,43089100,31500000
Austin Powers,Austin Powers: International Man of Mystery,1997,5/2/1997,PG-13,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 6 nominations.,3,6,7,51,70,210656,"A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",29836608,97437300,N/A,Austin Powers: The Spy Who Shagged Me,1999,6/11/1999,PG-13,95,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 18 wins & 29 nominations.,18,29,6.6,59,52,207552,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",53917323,337000000,N/A
Austin Powers,Austin Powers: The Spy Who Shagged Me,1999,6/11/1999,PG-13,95,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 18 wins & 29 nominations.,18,29,6.6,59,52,207552,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",53917323,337000000,N/A,Austin Powers in Goldmember,2002,7/26/2002,PG-13,94,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese, German, French",TRUE,USA,TRUE,5 wins & 21 nominations.,5,21,6.2,62,54,186919,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",90000013,305000000,213079163
Avengers,Avengers: Age of Ultron,2015,5/1/2015,PG-13,141,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Korean",TRUE,USA,TRUE,7 wins & 45 nominations.,7,45,7.3,66,75,688839,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",250000000,459005868,429113729,Avengers: Infinity War,2018,4/27/2018,PG-13,149,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,8.5,68,85,725561,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,-999,678815482,664987816
Avengers,Avengers: Infinity War,2018,4/27/2018,PG-13,149,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,8.5,68,85,725561,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,-999,678815482,664987816,Avengers: Endgame,2019,4/26/2019,PG-13,181,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese, Xhosa, German",TRUE,USA,TRUE,N/A,N/A,N/A,8.5,78,94,613329,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",356000000,858373000,N/A
Back to the Future,Back to the Future,1985,7/3/1985,PG,116,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 19 wins & 25 nominations.,19,25,8.5,87,96,968454,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",44215840,490000000,2925880,Back to the Future Part II,1989,11/22/1989,PG,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 9 wins & 8 nominations.,9,8,7.8,57,65,441827,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",82266406,244000000,N/A
Back to the Future,Back to the Future Part II,1989,11/22/1989,PG,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 9 wins & 8 nominations.,9,8,7.8,57,65,441827,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",82266406,244000000,N/A,Back to the Future Part III,1990,5/25/1990,PG,118,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,English,TRUE,USA,TRUE,5 wins & 11 nominations.,5,11,7.4,55,79,371877,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure out a way to escape the Old West before Emmett is murdered.",78486968,172000000,N/A
Batman,Batman,1989,6/23/1989,PG-13,126,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Spanish",TRUE,"USA, UK",TRUE,Won 1 Oscar. Another 8 wins & 26 nominations.,8,26,7.5,69,72,321168,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.,72807014,523000000,N/A,Batman Returns,1992,6/19/1992,PG-13,126,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 2 Oscars. Another 2 wins & 27 nominations.,2,27,7,68,79,258803,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.,160000000,326000000,N/A
Batman,Batman & Robin,1997,6/20/1997,PG-13,125,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,10 wins & 21 nominations.,10,21,3.7,28,11,223161,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,226000000,194000000,N/A,Batman Begins,2005,6/15/2005,PG-13,140,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Urdu, Mandarin",TRUE,"USA, UK",TRUE,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,14,72,8.2,70,84,1228699,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",194000000,266000000,204100000
Batman,Batman Begins,2005,6/15/2005,PG-13,140,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Urdu, Mandarin",TRUE,"USA, UK",TRUE,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,14,72,8.2,70,84,1228699,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",194000000,266000000,204100000,The Dark Knight,2008,7/18/2008,PG-13,152,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, UK",TRUE,Won 2 Oscars. Another 152 wins & 155 nominations.,152,155,9,84,94,2141768,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",214000000,616000000,533316061
Batman,Batman Forever,1995,6/16/1995,PG-13,121,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 3 Oscars. Another 10 wins & 22 nominations.,10,22,5.4,51,39,224902,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",191000000,351000000,N/A,Batman & Robin,1997,6/20/1997,PG-13,125,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,10 wins & 21 nominations.,10,21,3.7,28,11,223161,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,226000000,194000000,N/A
Batman,Batman Returns,1992,6/19/1992,PG-13,126,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 2 Oscars. Another 2 wins & 27 nominations.,2,27,7,68,79,258803,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.,160000000,326000000,N/A,Batman: Mask of the Phantasm,1993,12/25/1993,PG,76,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,7.8,NA,84,39208,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,-999,11211400,N/A
Batman,Batman: Mask of the Phantasm,1993,12/25/1993,PG,76,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,7.8,NA,84,39208,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,-999,11211400,N/A,Batman Forever,1995,6/16/1995,PG-13,121,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 3 Oscars. Another 10 wins & 22 nominations.,10,22,5.4,51,39,224902,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",191000000,351000000,N/A
Planet of the Apes,Battle for the Planet of the Apes,1973,6/15/1973,G,93,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,5.5,40,37,27418,"Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.",-999,41474700,N/A,Planet of the Apes,2001,7/27/2001,PG-13,119,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 BAFTA Film Awards. Another 10 wins & 27 nominations.,10,27,5.7,50,44,203365,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",-999,206000000,178094583
Mr Bean,Bean,1997,11/7/1997,PG-13,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"UK, USA",TRUE,2 wins & 1 nomination.,2,1,6.5,52,41,91336,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,32548998,81950100,N/A,Mr. Bean's Holiday,2007,8/24/2007,G,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Spanish, Russian",TRUE,"UK, France, Germany, USA",TRUE,2 nominations.,0,2,6.4,56,52,108509,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two come back together. On the way he discovers France, bicycling, and true love, among other things.",-999,40175600,32553210
Planet of the Apes,Beneath the Planet of the Apes,1970,5/26/1970,G,95,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,6.1,46,38,39490,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.,-999,102000000,N/A,Escape from the Planet of the Apes,1971,7/9/1971,G,98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,6.3,69,78,29918,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.",-999,62118700,N/A
Big Momma's House,Big Momma's House,2000,6/2/2000,PG-13,99,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Germany, USA",TRUE,1 win & 9 nominations.,1,9,5.1,33,30,76968,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",46196674,181000000,492734,Big Momma's House 2,2006,1/27/2006,PG-13,99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 5 nominations.,1,5,4.7,34,6,38581,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,50687020,88912600,70121252
Big Momma's House,Big Momma's House 2,2006,1/27/2006,PG-13,99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 5 nominations.,1,5,4.7,34,6,38581,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,50687020,88912600,70121252,"Big Mommas: Like Father, Like Son",2011,2/18/2011,PG-13,107,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,4 nominations.,0,4,4.4,22,5,23976,Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,33791344,40037900,37911876
Blade,Blade,1998,8/21/1998,R,120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Serbian",TRUE,USA,TRUE,4 wins & 8 nominations.,4,8,7.1,45,54,232211,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",-999,124000000,N/A,Blade II,2002,3/22/2002,R,117,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Romanian, Czech",TRUE,"Germany, USA",TRUE,6 wins & 10 nominations.,6,10,6.7,52,57,190443,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",77142886,118000000,82000000
Blade,Blade II,2002,3/22/2002,R,117,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Romanian, Czech",TRUE,"Germany, USA",TRUE,6 wins & 10 nominations.,6,10,6.7,52,57,190443,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",77142886,118000000,82000000,Blade: Trinity,2004,12/8/2004,R,113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Esperanto",TRUE,USA,TRUE,1 nomination.,0,1,5.9,38,26,158169,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.",86496835,69745600,52400000
The Blair Witch Project,Book of Shadows: Blair Witch 2,2000,10/27/2000,R,90,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German",TRUE,USA,TRUE,2 wins & 8 nominations.,2,8,3.9,15,14,34333,"A group of tourists arrives in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.",23098341,40710200,N/A,Blair Witch,2016,9/16/2016,R,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"Canada, USA",TRUE,7 nominations.,0,7,5,47,37,38288,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",5000000,20777061,20747013
Bridget Jones,Bridget Jones: The Edge of Reason,2004,11/19/2004,R,108,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German, Thai",TRUE,"UK, France, Germany, Ireland, USA",TRUE,Nominated for 1 Golden Globe. Another 7 nominations.,0,7,6,44,28,98471,"After finding love, Bridget Jones questions if she really has everything she's dreamed of having.",53442264,53744500,40203020,Bridget Jones's Baby,2016,9/16/2016,R,123,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Italian",TRUE,"USA, France, China, UK",TRUE,2 wins & 3 nominations.,2,3,6.5,59,78,62527,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",35000000,24252420,24089465
